Date,BARCLAYSPI,BARCLAYSMV,BPPI,BPMV,NEXTPI,NEXTMV,ANITEPI,ANITEMV,ALLIANCEPI,ALLIANCEMV,FTSE,TBILL
1/30/2004,5312.9,32486.61,4015.6,94739.94,16624.8,3408.81,508.5,189.86,2193.7,1312.92,2187.1,3.75
2/27/2004,5192.2,31707.72,4057.8,95633.56,17982.2,3687.14,555.4,207.39,2199.6,1316.45,2243.41,3.9688
3/31/2004,5143.9,31209.85,4275.8,100305.7,18486.3,3790.52,522.6,195.14,2164.2,1295.28,2196.97,3.9688
4/30/2004,5457.8,32915.93,4571.2,107234.1,18033.9,3697.74,541.3,203.22,2202.9,1318.46,2237.34,4.1563
5/31/2004,5103.6,30628.16,4479.7,104484,17917.5,3645.12,449.9,168.91,2128,1273.61,2201.81,4.375
6/30/2004,5041.9,30257.79,4566.5,106140,18395.9,3727.59,496.8,186.5,2109.5,1262.52,2228.67,4.5625
7/30/2004,4937.3,29629.77,4838.4,112024.1,19352.5,3921.44,461.6,173.69,2061.5,1233.79,2192.22,4.5625
8/31/2004,5522.2,33067.36,4620.4,106675.1,19236.1,3897.86,461.6,173.69,2109.5,1262.52,2214.19,4.75
9/30/2004,5688.6,34040.98,4946.2,114484.7,21110.6,4277.69,468.7,176.33,2166.7,1296.79,2271.67,4.75
10/29/2004,5710,34169.44,4946.2,114194.7,21588.9,4374.61,508.5,191.32,2188.6,1309.9,2297.66,4.75
11/30/2004,5795.9,34683.27,5007.2,115237.4,20735.7,4201.72,499.1,187.8,2235.8,1338.12,2345.21,4.75
12/31/2004,6289.6,37818.09,4763.4,109351.8,21330.4,4320.57,531.9,200.14,2297.3,1374.91,2410.75,4.75
1/31/2005,6246.7,37559.95,4904,112277.9,20309.1,4101.14,543.7,204.55,2308.2,1381.46,2441.22,4.7188
2/28/2005,6064.2,36464.75,5269.7,120368.5,19921.3,4016.66,590.5,222.18,2374.7,1421.28,2495.46,4.7188
3/31/2005,5806.6,34915.81,5143.1,117202.4,20580.6,4142.43,546,205.43,2310.7,1382.98,2457.73,4.7188
4/29/2005,5763.7,34657.65,5007.2,113799.4,19106.9,3837.05,557.7,210.6,2223.2,1330.56,2397.05,4.8125
5/31/2005,5597.3,33657.29,5166.6,117081.9,18615.6,3729.04,590.5,222.99,2355.4,1409.69,2483.35,4.8125
6/30/2005,5962.3,35851.63,5447.9,123026.3,19507.6,3884.18,621,234.57,2433.7,1456.56,2560.17,4.8125
7/29/2005,5978.4,35948.44,5902.7,132391.1,20347.9,4031.38,625.7,236.24,2513.7,1504.44,2644.75,4.625
8/31/2005,5935.4,35730.94,5926.1,132267.9,19494.7,3854.8,614,228.45,2528,1513.01,2659.21,4.625
9/30/2005,6150.1,37023.2,6315.2,141332.9,17995.1,3516.65,609.3,226.71,2635.8,1577.52,2745.79,4.625
10/31/2005,6010.6,36183.23,5851.1,130183.2,17245.3,3355.57,562.4,207.8,2534.7,1517.04,2664.4,4.625
11/30/2005,6337.9,38153.92,5944.9,131482.1,17904.6,3415.41,562.4,207.8,2720,1627.92,2741.05,4.625
12/30/2005,6558,39650.84,5804.2,127867,19843.7,3773.8,637.4,235.51,2853.9,1708.06,2847.02,4.625
1/31/2006,6450.6,39008.76,6338.7,139260,22403.4,4238.05,705.3,260.62,2938.9,1758.96,2928.56,4.5468
2/28/2006,7175.1,43389.95,5907.3,128969.1,21330.4,4035.08,698.3,258.02,2960,1771.56,2956.12,4.5468
3/31/2006,7228.8,43714.48,6198,134454.8,21330.4,4035.08,754.6,279.73,3190.7,1909.66,3047.96,4.5469
4/28/2006,7352.2,44460.9,6343.4,137017.3,20839.1,3967.13,665.5,246.72,3170.5,1897.56,3074.26,4.5469
5/31/2006,6633.1,40112.17,5860.5,125719.3,21007.2,3880.85,623.3,231.08,2874.1,1720.15,2916.85,4.6094
6/30/2006,6595.5,39885,5912,126058.1,21097.7,3777.6,611.6,226.74,2901.1,2314.73,2967.58,4.6094
7/31/2006,6740.4,40761.24,6048,127946.8,22080.2,3884.18,684.3,253.37,2907.4,2319.77,3004.28,4.6094
8/31/2006,7057.1,42675.98,5597.9,117890.2,21550.2,3765.94,688.9,258.05,2884.2,2301.29,3007.51,4.8438
9/29/2006,7234.2,43746.93,5457.3,115607.3,24510.6,4196.53,677.2,253.66,2983.2,2380.24,3050.44,4.8438
10/31/2006,7593.7,45921.3,5466.6,114588.4,24303.7,4161.12,688.9,258.25,3061.1,2442.39,3140.47,4.8438
11/30/2006,7303.9,44168.82,5382.2,112156.9,23011,3939.78,759.2,284.6,3037.9,2423.91,3119.85,5.0625
12/29/2006,7835.2,47706.98,5321.3,111714.9,23269.5,4086.97,763.9,286.39,3084.2,2460.87,3221.42,5.0625
1/31/2007,7942.5,48370.21,5011.9,103936.3,25247.4,4434.36,749.9,281.29,3077.9,2455.83,3211.84,5.375
2/28/2007,7942.5,48394.75,4894.7,101158.8,26398,4636.44,761.6,285.82,3031.6,2418.88,3198.28,5.375
3/30/2007,7738.6,47157.37,5176,106483.6,29074,5106.44,766.3,287.63,3077.9,2455.83,3283.21,5.375
4/30/2007,7808.4,47605.44,5302.5,108765.3,30366.7,5333.49,726.4,273.38,3139,2504.55,3355.6,5.42039
5/31/2007,7749.3,47250.91,5293.2,108234.7,28556.9,4953.99,726.4,273.5,3210.5,2561.66,3438.7,5.53796
6/29/2007,7470.3,45558.42,5654.2,115381.4,25971.4,4392.68,698.3,262.91,3094.7,2469.27,3404.14,5.82359
7/31/2007,7502.5,45760.34,5415.1,110335.1,24549.3,4094.82,787.4,296.67,3063.2,2444.07,3289.12,5.77659
8/31/2007,6584.8,41924.84,5227.5,106271.6,24963,4073.06,749.9,282.54,2974.7,2373.52,3260.48,5.88877
9/28/2007,6391.6,40157.61,5321.3,107993.4,25389.6,4127.28,670.2,252.3,3040,2425.6,3316.89,5.71818
10/31/2007,6482.8,40264.45,5860.5,118702.4,28543.9,4589.25,595.2,223.04,3128.4,2496.15,3454.12,5.68583
11/30/2007,6042.8,37283.07,5532.3,111816.9,22493.9,3563.46,407.7,152.79,3031.6,2418.88,3280.87,5.66201
12/31/2007,5409.5,33289.4,5766.7,116372.2,20994.3,3312.9,496.8,185.17,3044.2,2428.96,3286.67,5.42498
1/31/2008,5044.6,30906.82,4988.4,100512.3,18137.3,2819.98,370.2,137.22,2846.3,2271.06,3000.1,5.2652
2/29/2008,5122.4,31342.29,5119.7,103070.1,16663.6,2581.82,403.1,147.74,2880,2297.93,3013.02,5.18461
3/31/2008,4862.1,29752.35,4800.9,96525.13,14724.4,2275.11,374.9,136.86,2770.5,2210.58,2927.05,5.06376
4/30/2008,4899.7,29980.92,5729.2,115183,14814.9,2281.65,363.2,130.84,2899,2313.05,3099.94,4.96621
5/30/2008,4024.9,24629.77,5701.1,114583.6,14957.1,2294.87,417.1,150.45,2848.4,2272.74,3082.26,5.02753
6/30/2008,3212.6,23248.34,5469,109709.1,12533.2,1918.12,403.1,145.38,2633.7,2101.4,2855.69,5.1208
7/31/2008,3725.1,27527.87,4890,97949.5,12339.3,1882.72,325.7,117.49,2593.7,2069.48,2749.21,5.0814
8/29/2008,3890.4,28749.6,4957.9,99165.25,13716.1,2091.19,365.6,131.99,2686.3,2143.39,2868.69,4.9844
9/30/2008,3598.4,27329.48,4350.8,86884.13,13173.1,2008.41,304.6,110.01,2406.3,1919.98,2483.67,4.67916
10/31/2008,1971.7,14974.72,4756.3,94990.31,13625.6,2077.4,271.8,98.16,2063.2,1646.18,2183.69,3.63316
11/28/2008,1867,14179.52,4939.2,98676,14323.7,2183.83,220.3,79.55,2132.6,1701.61,2133.99,1.82805
12/31/2008,1690.6,12842.38,4932.2,98545.13,13974.6,2130.61,253.1,90.7,2400,1914.94,2209.29,1.24285
